placeholder_id,caminho,dominio,modulo,tipo,prioridade,funcao_esperada,especificacao_necessaria,dependencias,owner_necessario,testes_necessarios,criterios_de_aceite,riscos,recomendacao,confianca,status,aprovado_para_gate_5
4297,05-core-banking/regenera-core-statements/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-statements,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
4332,05-core-banking/regenera-core-transactions/.tool-versions,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-transactions,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
4334,05-core-banking/regenera-core-transactions/CODEOWNERS,SERVIÇOS DE DOMÍNIO,05-core-banking/regenera-core-transactions,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
5036,00-governance/regenera-engineering-governance/.tool-versions,GOVERNANÇA,00-governance/regenera-engineering-governance,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5079,00-governance/regenera-enterprise-architecture/.tool-versions,GOVERNANÇA,00-governance/regenera-enterprise-architecture,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5081,00-governance/regenera-enterprise-architecture/CODEOWNERS,GOVERNANÇA,00-governance/regenera-enterprise-architecture,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5135,00-governance/regenera-product-governance/.tool-versions,GOVERNANÇA,00-governance/regenera-product-governance,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5137,00-governance/regenera-product-governance/CODEOWNERS,GOVERNANÇA,00-governance/regenera-product-governance,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5472,12-regulatory/regenera-regulatory-aml/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-aml,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5474,12-regulatory/regenera-regulatory-aml/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-aml,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5510,12-regulatory/regenera-regulatory-card-pci/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-card-pci,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5512,12-regulatory/regenera-regulatory-card-pci/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-card-pci,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5548,12-regulatory/regenera-regulatory-cloud-outsourcing/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-cloud-outsourcing,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5586,12-regulatory/regenera-regulatory-cosif/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-cosif,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5588,12-regulatory/regenera-regulatory-cosif/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-cosif,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5624,12-regulatory/regenera-regulatory-cvm/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-cvm,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5626,12-regulatory/regenera-regulatory-cvm/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-cvm,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5662,12-regulatory/regenera-regulatory-cybersecurity/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-cybersecurity,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5700,12-regulatory/regenera-regulatory-lgpd/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-lgpd,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5702,12-regulatory/regenera-regulatory-lgpd/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-lgpd,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5740,12-regulatory/regenera-regulatory-open-finance/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-open-finance,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5778,12-regulatory/regenera-regulatory-pix/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-pix,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5780,12-regulatory/regenera-regulatory-pix/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-pix,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
5816,12-regulatory/regenera-regulatory-reporting/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-reporting,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5854,12-regulatory/regenera-regulatory-sisbacen/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-sisbacen,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5856,12-regulatory/regenera-regulatory-sisbacen/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-sisbacen,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5892,12-regulatory/regenera-regulatory-sisorf/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-sisorf,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5894,12-regulatory/regenera-regulatory-sisorf/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-sisorf,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5930,12-regulatory/regenera-regulatory-susep/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-susep,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5932,12-regulatory/regenera-regulatory-susep/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-susep,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
5968,12-regulatory/regenera-regulatory-unicad/.tool-versions,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-unicad,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
5970,12-regulatory/regenera-regulatory-unicad/CODEOWNERS,GOVERNANÇA REGULATÓRIA,12-regulatory/regenera-regulatory-unicad,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6021,14-operations/regenera-operations-accounting/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-accounting,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6058,14-operations/regenera-operations-aml/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-aml,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6060,14-operations/regenera-operations-aml/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-aml,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6095,14-operations/regenera-operations-business-continuity/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-business-continuity,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6132,14-operations/regenera-operations-cards/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-cards,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6134,14-operations/regenera-operations-cards/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-cards,C,P2,Módulo de P2 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P2_SPEC_REQUIRED,FALSE
6169,14-operations/regenera-operations-change-management/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-change-management,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6206,14-operations/regenera-operations-customer-support/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-customer-support,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6243,14-operations/regenera-operations-fraud/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-fraud,C,P1,Módulo de P1 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6245,14-operations/regenera-operations-fraud/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-fraud,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6280,14-operations/regenera-operations-incident-management/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-incident-management,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6317,14-operations/regenera-operations-noc/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-noc,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6319,14-operations/regenera-operations-noc/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-noc,C,P2,Módulo de P2 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P2_SPEC_REQUIRED,FALSE
6354,14-operations/regenera-operations-payment/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-payment,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6356,14-operations/regenera-operations-payment/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-payment,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
6391,14-operations/regenera-operations-pix/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-pix,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6393,14-operations/regenera-operations-pix/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-pix,C,P0,Módulo de P0 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P0_SPEC_REQUIRED,FALSE
6428,14-operations/regenera-operations-reconciliation/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-reconciliation,C,P0,Módulo de P0 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6465,14-operations/regenera-operations-soc/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-soc,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6467,14-operations/regenera-operations-soc/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-soc,C,P2,Módulo de P2 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P2_SPEC_REQUIRED,FALSE
6502,14-operations/regenera-operations-treasury/.tool-versions,OPERAÇÃO 24×7,14-operations/regenera-operations-treasury,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6504,14-operations/regenera-operations-treasury/CODEOWNERS,OPERAÇÃO 24×7,14-operations/regenera-operations-treasury,C,P2,Módulo de P2 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P2_SPEC_REQUIRED,FALSE
6539,10-platform/regenera-platform-backups/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-backups,C,P2,Módulo de P2 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6541,10-platform/regenera-platform-backups/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-backups,C,P2,Módulo de P2 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P2_SPEC_REQUIRED,FALSE
6576,10-platform/regenera-platform-cache/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-cache,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6578,10-platform/regenera-platform-cache/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-cache,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6616,10-platform/regenera-platform-ci-cd/.tool-versions,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-ci-cd,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6618,10-platform/regenera-platform-ci-cd/CODEOWNERS,PLATAFORMA E INFRAESTRUTURA,10-platform/regenera-platform-ci-cd,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6658,09-data-platform/regenera-data-analytics/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-analytics,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6660,09-data-platform/regenera-data-analytics/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-analytics,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6695,09-data-platform/regenera-data-finance-reporting/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-finance-reporting,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6732,09-data-platform/regenera-data-governance/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-governance,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6734,09-data-platform/regenera-data-governance/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-governance,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6769,09-data-platform/regenera-data-ingestion/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-ingestion,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6771,09-data-platform/regenera-data-ingestion/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-ingestion,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6806,09-data-platform/regenera-data-lake/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-lake,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
6808,09-data-platform/regenera-data-lake/CODEOWNERS,PLATAFORMA DE DADOS,09-data-platform/regenera-data-lake,C,P1,Módulo de P1 classificado como C.,SIM,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,IMPLEMENTAR_COM_ESPECIFICACAO,ALTA,P1_SPEC_REQUIRED,FALSE
6843,09-data-platform/regenera-data-lineage/.tool-versions,PLATAFORMA DE DADOS,09-data-platform/regenera-data-lineage,C,P3,Módulo de P3 classificado como C.,NAO,Componente principal do domínio,Tech Lead / Arquitetura,SIM,Passar nos testes unitários e de integração,FALHA_NA_IMPLANTACAO,MANTER_MINIMO_INTENCIONAL,ALTA,INTENTIONAL_MINIMAL_FILE,FALSE
