placeholder_id,caminho,classificacao_anterior,classificacao_corrigida,tipo,prioridade,placeholder_confirmado,intencionalmente_minimo,funcao_arquitetural,dominio,consumidores,contratos,invariantes,dependencias,contexto_ausente,owner_necessario,requisitos_de_seguranca,requisitos_de_observabilidade,testes_necessarios,criterios_de_aceite,relacao_com_conflito,relacao_com_source_material,recomendacao,confianca,status,aprovado_para_gate_5
3848,domains/notifications/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3850,domains/notifications/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3903,domains/onboarding/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
3905,domains/onboarding/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
3940,domains/payment-orchestrator/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_CONTRACT_REQUIRED,FALSE
4012,domains/pix/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4014,domains/pix/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4088,domains/product-catalog/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
4090,domains/product-catalog/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4125,domains/reconciliation/.tool-versions,C,C,C,P0,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4127,domains/reconciliation/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4183,governance/regulatory-reporting/.tool-versions,C,C,C,P3,SIM,NAO,"Componente de CONTROLE, AUDITORIA E REGULATÓRIO","CONTROLE, AUDITORIA E REGULATÓRIO",A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
4220,domains/sanctions/.tool-versions,C,C,C,P3,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
4222,domains/sanctions/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de CONTROLE E CONFIABILIDADE,CONTROLE E CONFIABILIDADE,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4257,domains/session/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
4259,domains/session/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4295,domains/statements/.tool-versions,C,C,C,P3,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
4297,domains/statements/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4332,domains/transactions/.tool-versions,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
4334,domains/transactions/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de SERVIÇOS DE DOMÍNIO,SERVIÇOS DE DOMÍNIO,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5036,governance/policies/engineering/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA,GOVERNANÇA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5079,governance/architecture/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA,GOVERNANÇA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5081,governance/architecture/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA,GOVERNANÇA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5135,governance/product/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA,GOVERNANÇA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5137,governance/product/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA,GOVERNANÇA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5472,governance/regulatory/aml/.tool-versions,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5474,governance/regulatory/aml/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5510,governance/regulatory/card-pci/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5512,governance/regulatory/card-pci/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5548,governance/regulatory/cloud-outsourcing/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5586,governance/regulatory/cosif/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5588,governance/regulatory/cosif/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5624,governance/regulatory/cvm/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5626,governance/regulatory/cvm/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5662,governance/regulatory/cybersecurity/.tool-versions,C,C,C,P0,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_SECURITY_REQUIREMENT,FALSE
5700,governance/regulatory/lgpd/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5702,governance/regulatory/lgpd/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5740,governance/regulatory/open-finance/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5778,governance/regulatory/pix/.tool-versions,C,C,C,P0,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5780,governance/regulatory/pix/CODEOWNERS,C,C,C,P0,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5816,governance/regulatory/reporting/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5854,governance/regulatory/sisbacen/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5856,governance/regulatory/sisbacen/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5892,governance/regulatory/sisorf/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5894,governance/regulatory/sisorf/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5930,governance/regulatory/susep/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5932,governance/regulatory/susep/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
5968,governance/regulatory/unicad/.tool-versions,C,C,C,P3,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
5970,governance/regulatory/unicad/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de GOVERNANÇA REGULATÓRIA,GOVERNANÇA REGULATÓRIA,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6021,governance/runbooks/operations/accounting/.tool-versions,C,C,C,P0,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6058,governance/runbooks/operations/aml/.tool-versions,C,C,C,P1,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6060,governance/runbooks/operations/aml/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6095,governance/business-continuity/.tool-versions,C,C,C,P3,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6132,governance/runbooks/operations/cards/.tool-versions,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6134,governance/runbooks/operations/cards/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6169,governance/runbooks/operations/change-management/.tool-versions,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6206,governance/runbooks/operations/customer-support/.tool-versions,C,C,C,P0,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6243,governance/runbooks/operations/fraud/.tool-versions,C,C,C,P1,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6245,governance/runbooks/operations/fraud/CODEOWNERS,C,C,C,P1,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_DOMAIN_DECISION,FALSE
6280,governance/runbooks/operations/incident-management/.tool-versions,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6317,governance/runbooks/operations/noc/.tool-versions,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
6319,governance/runbooks/operations/noc/CODEOWNERS,C,C,C,P2,SIM,NAO,Componente de OPERAÇÃO 24×7,OPERAÇÃO 24×7,A Mapear,A Mapear,A Mapear,A Mapear,"Tudo (regras, integrações, contratos)",Arquitetura/Tech Lead,ALTA,ALTA,SIM,Cobertura 100% e aprovação de PR,NAO,NAO,NECESSITA_ANALISE_ADICIONAL,ALTA,BLOCKED_MISSING_CONTEXT,FALSE
